,RunId,Step,seed,steps_per_second,aisle_speed,number_of_passengers,conformance,seat_assignment_method,Time (s),Boarding completed,Seat shuffle waiting time (s)
16419,127,2880,0,2,0.8,135,60,random,1440.5,True,0.0
16554,129,2880,0,2,0.8,135,80,random,1440.5,True,0.0
16689,128,2880,0,2,0.8,135,70,random,1440.5,True,0.0
16824,131,2880,0,2,0.8,135,100,random,1440.5,True,0.0
16959,130,2880,0,2,0.8,135,90,random,1440.5,True,0.0
17094,132,2963,0,2,0.8,136,0,random,1482.0,True,0.0
17230,133,2963,0,2,0.8,136,10,random,1482.0,True,0.0
17366,134,2963,0,2,0.8,136,20,random,1482.0,True,0.0
17502,135,2963,0,2,0.8,136,30,random,1482.0,True,0.0
17638,136,2963,0,2,0.8,136,40,random,1482.0,True,0.0
17774,138,2963,0,2,0.8,136,60,random,1482.0,True,0.0
17910,139,2963,0,2,0.8,136,70,random,1482.0,True,0.0
18046,137,2963,0,2,0.8,136,50,random,1482.0,True,0.0
18182,143,2696,0,2,0.8,137,0,random,1348.5,True,0.0
18319,140,2963,0,2,0.8,136,80,random,1482.0,True,0.0
18455,141,2963,0,2,0.8,136,90,random,1482.0,True,0.0
18591,142,2963,0,2,0.8,136,100,random,1482.0,True,0.0
18727,144,2696,0,2,0.8,137,10,random,1348.5,True,0.0
18864,145,2696,0,2,0.8,137,20,random,1348.5,True,0.0
19001,146,2696,0,2,0.8,137,30,random,1348.5,True,0.0
19138,147,2696,0,2,0.8,137,40,random,1348.5,True,0.0
19275,148,2696,0,2,0.8,137,50,random,1348.5,True,0.0
19412,149,2696,0,2,0.8,137,60,random,1348.5,True,0.0
19549,151,2696,0,2,0.8,137,80,random,1348.5,True,0.0
19686,152,2696,0,2,0.8,137,90,random,1348.5,True,0.0
19823,150,2696,0,2,0.8,137,70,random,1348.5,True,0.0
19960,153,2696,0,2,0.8,137,100,random,1348.5,True,0.0
20097,154,3126,0,2,0.8,138,0,random,1563.5,True,0.0
20235,155,3126,0,2,0.8,138,10,random,1563.5,True,0.0
20373,157,3126,0,2,0.8,138,30,random,1563.5,True,0.0
20511,156,3126,0,2,0.8,138,20,random,1563.5,True,0.0
20649,158,3126,0,2,0.8,138,40,random,1563.5,True,0.0
20787,159,3126,0,2,0.8,138,50,random,1563.5,True,0.0
20925,160,3126,0,2,0.8,138,60,random,1563.5,True,0.0
21063,161,3126,0,2,0.8,138,70,random,1563.5,True,0.0
21201,162,3126,0,2,0.8,138,80,random,1563.5,True,0.0
21339,163,3126,0,2,0.8,138,90,random,1563.5,True,0.0
21477,164,3126,0,2,0.8,138,100,random,1563.5,True,0.0
21615,165,3200,0,2,0.8,139,0,random,1600.5,True,0.0
21754,166,3200,0,2,0.8,139,10,random,1600.5,True,0.0
21893,167,3200,0,2,0.8,139,20,random,1600.5,True,0.0
22032,168,3200,0,2,0.8,139,30,random,1600.5,True,0.0
22171,169,3200,0,2,0.8,139,40,random,1600.5,True,0.0
22310,170,3200,0,2,0.8,139,50,random,1600.5,True,0.0
22449,171,3200,0,2,0.8,139,60,random,1600.5,True,0.0
22588,172,3200,0,2,0.8,139,70,random,1600.5,True,0.0
22727,173,3200,0,2,0.8,139,80,random,1600.5,True,0.0
22866,174,3200,0,2,0.8,139,90,random,1600.5,True,0.0
23005,175,3200,0,2,0.8,139,100,random,1600.5,True,0.0
23144,177,3024,0,2,0.8,140,10,random,1512.5,True,0.0
23284,178,3024,0,2,0.8,140,20,random,1512.5,True,0.0
23424,176,3024,0,2,0.8,140,0,random,1512.5,True,0.0
23564,179,3024,0,2,0.8,140,30,random,1512.5,True,0.0
23704,184,3024,0,2,0.8,140,80,random,1512.5,True,0.0
23844,183,3024,0,2,0.8,140,70,random,1512.5,True,0.0
23984,185,3024,0,2,0.8,140,90,random,1512.5,True,0.0
24124,182,3024,0,2,0.8,140,60,random,1512.5,True,0.0
24264,180,3024,0,2,0.8,140,40,random,1512.5,True,0.0
24404,181,3024,0,2,0.8,140,50,random,1512.5,True,0.0
