,RunId,Step,seed,steps_per_second,aisle_speed,number_of_passengers,seat_assignment_method,conformance,Time (s),Boarding completed,Seat shuffle waiting time (s)
0,12,2336,0,2,0.8,124,back_to_front,10,1168.5,True,0.0
124,2,2880,0,2,0.8,124,random,20,1440.5,True,0.0
248,1,2880,0,2,0.8,124,random,10,1440.5,True,0.0
372,3,2880,0,2,0.8,124,random,30,1440.5,True,0.0
496,4,2880,0,2,0.8,124,random,40,1440.5,True,0.0
620,0,2880,0,2,0.8,124,random,0,1440.5,True,0.0
744,7,2880,0,2,0.8,124,random,70,1440.5,True,0.0
868,10,2880,0,2,0.8,124,random,100,1440.5,True,0.0
992,8,2880,0,2,0.8,124,random,80,1440.5,True,0.0
1116,9,2880,0,2,0.8,124,random,90,1440.5,True,0.0
1240,6,2880,0,2,0.8,124,random,60,1440.5,True,0.0
1364,5,2880,0,2,0.8,124,random,50,1440.5,True,0.0
1488,11,2906,0,2,0.8,124,back_to_front,0,1453.5,True,0.0
1612,13,2950,0,2,0.8,124,back_to_front,20,1475.5,True,0.0
1736,14,2922,0,2,0.8,124,back_to_front,30,1461.5,True,0.0
1860,15,3017,0,2,0.8,124,back_to_front,40,1509.0,True,0.0
1984,23,2471,0,2,0.8,124,segmented_random,10,1236.0,True,0.0
2108,22,2665,0,2,0.8,124,segmented_random,0,1333.0,True,0.0
2232,27,2569,0,2,0.8,124,segmented_random,50,1285.0,True,0.0
2356,24,2935,0,2,0.8,124,segmented_random,20,1468.0,True,0.0
2480,26,2721,0,2,0.8,124,segmented_random,40,1361.0,True,0.0
2604,28,2627,0,2,0.8,124,segmented_random,60,1314.0,True,0.0
2728,25,2809,0,2,0.8,124,segmented_random,30,1405.0,True,0.0
2852,16,3230,0,2,0.8,124,back_to_front,50,1615.5,True,0.0
2976,29,3137,0,2,0.8,124,segmented_random,70,1569.0,True,0.0
3100,30,3234,0,2,0.8,124,segmented_random,80,1617.5,True,0.0
3224,31,3258,0,2,0.8,124,segmented_random,90,1629.5,True,0.0
3348,17,4013,0,2,0.8,124,back_to_front,60,2007.0,True,0.0
3472,18,4396,0,2,0.8,124,back_to_front,70,2198.5,True,0.0
3596,33,2556,0,2,0.8,124,outside_in,0,1278.5,True,0.0
3720,34,2557,0,2,0.8,124,outside_in,10,1279.0,True,0.0
3844,19,4967,0,2,0.8,124,back_to_front,80,2484.0,True,0.0
3968,35,2484,0,2,0.8,124,outside_in,20,1242.5,True,0.0
4092,36,2945,0,2,0.8,124,outside_in,30,1473.0,True,0.0
4216,37,2872,0,2,0.8,124,outside_in,40,1436.5,True,0.0
4340,39,3000,0,2,0.8,124,outside_in,60,1500.5,True,0.0
4464,38,3020,0,2,0.8,124,outside_in,50,1510.5,True,0.0
4588,32,3478,0,2,0.8,124,segmented_random,100,1739.5,True,0.0
4712,20,5874,0,2,0.8,124,back_to_front,90,2937.5,True,0.0
4836,40,2773,0,2,0.8,124,outside_in,70,1387.0,True,0.0
4960,21,6000,0,2,0.8,124,back_to_front,100,3000.5,False,0.0
5084,42,2642,0,2,0.8,124,outside_in,90,1321.5,True,0.0
5208,41,2680,0,2,0.8,124,outside_in,80,1340.5,True,0.0
5332,43,2775,0,2,0.8,124,outside_in,100,1388.0,True,0.0
5456,44,2663,0,2,0.8,124,steffen_perfect,0,1332.0,True,0.0
5580,47,2435,0,2,0.8,124,steffen_perfect,30,1218.0,True,0.0
5704,45,2617,0,2,0.8,124,steffen_perfect,10,1309.0,True,0.0
5828,50,2256,0,2,0.8,124,steffen_perfect,60,1128.5,True,0.0
5952,48,2429,0,2,0.8,124,steffen_perfect,40,1215.0,True,0.0
6076,54,1558,0,2,0.8,124,steffen_perfect,100,779.5,True,0.0
6200,52,1881,0,2,0.8,124,steffen_perfect,80,941.0,True,0.0
6324,53,1847,0,2,0.8,124,steffen_perfect,90,924.0,True,0.0
6448,46,2665,0,2,0.8,124,steffen_perfect,20,1333.0,True,0.0
6572,51,2243,0,2,0.8,124,steffen_perfect,70,1122.0,True,0.0
6696,49,2527,0,2,0.8,124,steffen_perfect,50,1264.0,True,0.0
6820,55,2661,0,2,0.8,125,random,0,1331.0,True,0.0
6945,57,2661,0,2,0.8,125,random,20,1331.0,True,0.0
7070,58,2661,0,2,0.8,125,random,30,1331.0,True,0.0
7195,56,2661,0,2,0.8,125,random,10,1331.0,True,0.0
7320,59,2661,0,2,0.8,125,random,40,1331.0,True,0.0
7445,60,2661,0,2,0.8,125,random,50,1331.0,True,0.0
7570,61,2661,0,2,0.8,125,random,60,1331.0,True,0.0
7695,62,2661,0,2,0.8,125,random,70,1331.0,True,0.0
7820,64,2661,0,2,0.8,125,random,90,1331.0,True,0.0
7945,65,2661,0,2,0.8,125,random,100,1331.0,True,0.0
8070,63,2661,0,2,0.8,125,random,80,1331.0,True,0.0
8195,67,2417,0,2,0.8,125,back_to_front,10,1209.0,True,0.0
8320,68,2718,0,2,0.8,125,back_to_front,20,1359.5,True,0.0
8445,66,2704,0,2,0.8,125,back_to_front,0,1352.5,True,0.0
8570,69,2850,0,2,0.8,125,back_to_front,30,1425.5,True,0.0
8695,70,3110,0,2,0.8,125,back_to_front,40,1555.5,True,0.0
8820,71,3551,0,2,0.8,125,back_to_front,50,1776.0,True,0.0
8945,77,2686,0,2,0.8,125,segmented_random,0,1343.5,True,0.0
9070,78,2602,0,2,0.8,125,segmented_random,10,1301.5,True,0.0
9195,72,4149,0,2,0.8,125,back_to_front,60,2075.0,True,0.0
9320,81,2719,0,2,0.8,125,segmented_random,40,1360.0,True,0.0
9445,80,2715,0,2,0.8,125,segmented_random,30,1358.0,True,0.0
9570,82,3212,0,2,0.8,125,segmented_random,50,1606.5,True,0.0
9695,73,4515,0,2,0.8,125,back_to_front,70,2258.0,True,0.0
9820,79,2833,0,2,0.8,125,segmented_random,20,1417.0,True,0.0
9945,84,2772,0,2,0.8,125,segmented_random,70,1386.5,True,0.0
10070,83,2801,0,2,0.8,125,segmented_random,60,1401.0,True,0.0
10195,85,3113,0,2,0.8,125,segmented_random,80,1557.0,True,0.0
10320,74,5345,0,2,0.8,125,back_to_front,80,2673.0,True,0.0
10445,88,2497,0,2,0.8,125,outside_in,0,1249.0,True,0.0
10570,75,5827,0,2,0.8,125,back_to_front,90,2914.0,True,0.0
10695,89,2680,0,2,0.8,125,outside_in,10,1340.5,True,0.0
10820,92,2398,0,2,0.8,125,outside_in,40,1199.5,True,0.0
10945,86,3239,0,2,0.8,125,segmented_random,90,1620.0,True,0.0
11070,91,2604,0,2,0.8,125,outside_in,30,1302.5,True,0.0
11195,87,3122,0,2,0.8,125,segmented_random,100,1561.5,True,0.0
11320,76,6000,0,2,0.8,125,back_to_front,100,3000.5,False,0.0
11445,90,2900,0,2,0.8,125,outside_in,20,1450.5,True,0.0
11570,93,2214,0,2,0.8,125,outside_in,50,1107.5,True,0.0
11695,94,2372,0,2,0.8,125,outside_in,60,1186.5,True,0.0
11820,96,2475,0,2,0.8,125,outside_in,80,1238.0,True,0.0
11945,97,2424,0,2,0.8,125,outside_in,90,1212.5,True,0.0
12070,95,2348,0,2,0.8,125,outside_in,70,1174.5,True,0.0
12195,98,2363,0,2,0.8,125,outside_in,100,1182.0,True,0.0
12320,99,2463,0,2,0.8,125,steffen_perfect,0,1232.0,True,0.0
12445,102,2197,0,2,0.8,125,steffen_perfect,30,1099.0,True,0.0
12570,100,2639,0,2,0.8,125,steffen_perfect,10,1320.0,True,0.0
12695,108,1691,0,2,0.8,125,steffen_perfect,90,846.0,True,0.0
12820,107,1914,0,2,0.8,125,steffen_perfect,80,957.5,True,0.0
12945,101,2449,0,2,0.8,125,steffen_perfect,20,1225.0,True,0.0
13070,109,1577,0,2,0.8,125,steffen_perfect,100,789.0,True,0.0
13195,106,2078,0,2,0.8,125,steffen_perfect,70,1039.5,True,0.0
13320,105,2336,0,2,0.8,125,steffen_perfect,60,1168.5,True,0.0
13445,104,2335,0,2,0.8,125,steffen_perfect,50,1168.0,True,0.0
13570,103,2485,0,2,0.8,125,steffen_perfect,40,1243.0,True,0.0
13695,110,2803,0,2,0.8,126,random,0,1402.0,True,0.0
13821,112,2803,0,2,0.8,126,random,20,1402.0,True,0.0
13947,115,2803,0,2,0.8,126,random,50,1402.0,True,0.0
14073,111,2803,0,2,0.8,126,random,10,1402.0,True,0.0
14199,113,2803,0,2,0.8,126,random,30,1402.0,True,0.0
14325,116,2803,0,2,0.8,126,random,60,1402.0,True,0.0
14451,114,2803,0,2,0.8,126,random,40,1402.0,True,0.0
14577,119,2803,0,2,0.8,126,random,90,1402.0,True,0.0
14703,118,2803,0,2,0.8,126,random,80,1402.0,True,0.0
14829,120,2803,0,2,0.8,126,random,100,1402.0,True,0.0
14955,122,2302,0,2,0.8,126,back_to_front,10,1151.5,True,0.0
15081,117,2803,0,2,0.8,126,random,70,1402.0,True,0.0
15207,121,2829,0,2,0.8,126,back_to_front,0,1415.0,True,0.0
15333,123,2714,0,2,0.8,126,back_to_front,20,1357.5,True,0.0
15459,124,3088,0,2,0.8,126,back_to_front,30,1544.5,True,0.0
15585,125,3091,0,2,0.8,126,back_to_front,40,1546.0,True,0.0
15711,132,2589,0,2,0.8,126,segmented_random,0,1295.0,True,0.0
15837,133,2837,0,2,0.8,126,segmented_random,10,1419.0,True,0.0
15963,135,2322,0,2,0.8,126,segmented_random,30,1161.5,True,0.0
16089,136,2308,0,2,0.8,126,segmented_random,40,1154.5,True,0.0
16215,137,2562,0,2,0.8,126,segmented_random,50,1281.5,True,0.0
16341,134,2846,0,2,0.8,126,segmented_random,20,1423.5,True,0.0
16467,127,3614,0,2,0.8,126,back_to_front,60,1807.5,True,0.0
16593,126,3640,0,2,0.8,126,back_to_front,50,1820.5,True,0.0
16719,138,2656,0,2,0.8,126,segmented_random,60,1328.5,True,0.0
16845,139,2689,0,2,0.8,126,segmented_random,70,1345.0,True,0.0
16971,140,2490,0,2,0.8,126,segmented_random,80,1245.5,True,0.0
17097,141,2861,0,2,0.8,126,segmented_random,90,1431.0,True,0.0
17223,129,5184,0,2,0.8,126,back_to_front,80,2592.5,True,0.0
17349,128,4691,0,2,0.8,126,back_to_front,70,2346.0,True,0.0
17475,142,2924,0,2,0.8,126,segmented_random,100,1462.5,True,0.0
17601,144,2757,0,2,0.8,126,outside_in,10,1379.0,True,0.0
17727,143,2976,0,2,0.8,126,outside_in,0,1488.5,True,0.0
17853,145,2763,0,2,0.8,126,outside_in,20,1382.0,True,0.0
17979,146,2851,0,2,0.8,126,outside_in,30,1426.0,True,0.0
18105,150,2498,0,2,0.8,126,outside_in,70,1249.5,True,0.0
18231,147,2971,0,2,0.8,126,outside_in,40,1486.0,True,0.0
18357,149,2570,0,2,0.8,126,outside_in,60,1285.5,True,0.0
18483,131,6000,0,2,0.8,126,back_to_front,100,3000.5,False,0.0
18609,148,2774,0,2,0.8,126,outside_in,50,1387.5,True,0.0
18735,130,6000,0,2,0.8,126,back_to_front,90,3000.5,False,0.0
18861,151,2622,0,2,0.8,126,outside_in,80,1311.5,True,0.0
18987,152,2552,0,2,0.8,126,outside_in,90,1276.5,True,0.0
19113,153,2543,0,2,0.8,126,outside_in,100,1272.0,True,0.0
19239,154,2607,0,2,0.8,126,steffen_perfect,0,1304.0,True,0.0
19365,155,2862,0,2,0.8,126,steffen_perfect,10,1431.5,True,0.0
19491,163,1718,0,2,0.8,126,steffen_perfect,90,859.5,True,0.0
19617,164,1573,0,2,0.8,126,steffen_perfect,100,787.0,True,0.0
19743,157,2423,0,2,0.8,126,steffen_perfect,30,1212.0,True,0.0
19869,156,2643,0,2,0.8,126,steffen_perfect,20,1322.0,True,0.0
19995,161,1988,0,2,0.8,126,steffen_perfect,70,994.5,True,0.0
20121,159,2484,0,2,0.8,126,steffen_perfect,50,1242.5,True,0.0
20247,160,2623,0,2,0.8,126,steffen_perfect,60,1312.0,True,0.0
20373,162,2089,0,2,0.8,126,steffen_perfect,80,1045.0,True,0.0
20499,158,2457,0,2,0.8,126,steffen_perfect,40,1229.0,True,0.0
20625,166,2678,0,2,0.8,127,random,10,1339.5,True,0.0
20752,165,2678,0,2,0.8,127,random,0,1339.5,True,0.0
20879,167,2678,0,2,0.8,127,random,20,1339.5,True,0.0
21006,170,2678,0,2,0.8,127,random,50,1339.5,True,0.0
21133,169,2678,0,2,0.8,127,random,40,1339.5,True,0.0
21260,168,2678,0,2,0.8,127,random,30,1339.5,True,0.0
21387,171,2678,0,2,0.8,127,random,60,1339.5,True,0.0
21514,175,2678,0,2,0.8,127,random,100,1339.5,True,0.0
21641,172,2678,0,2,0.8,127,random,70,1339.5,True,0.0
21768,173,2678,0,2,0.8,127,random,80,1339.5,True,0.0
21895,174,2678,0,2,0.8,127,random,90,1339.5,True,0.0
22022,178,2558,0,2,0.8,127,back_to_front,20,1279.5,True,0.0
22149,176,2661,0,2,0.8,127,back_to_front,0,1331.0,True,0.0
22276,177,2760,0,2,0.8,127,back_to_front,10,1380.5,True,0.0
22403,179,3080,0,2,0.8,127,back_to_front,30,1540.5,True,0.0
22530,180,3310,0,2,0.8,127,back_to_front,40,1655.5,True,0.0
22657,190,2415,0,2,0.8,127,segmented_random,30,1208.0,True,0.0
22784,188,2835,0,2,0.8,127,segmented_random,10,1418.0,True,0.0
22911,187,2786,0,2,0.8,127,segmented_random,0,1393.5,True,0.0
23038,192,2258,0,2,0.8,127,segmented_random,50,1129.5,True,0.0
23165,193,2397,0,2,0.8,127,segmented_random,60,1199.0,True,0.0
23292,189,3000,0,2,0.8,127,segmented_random,20,1500.5,True,0.0
23419,181,3860,0,2,0.8,127,back_to_front,50,1930.5,True,0.0
23546,191,2836,0,2,0.8,127,segmented_random,40,1418.5,True,0.0
23673,182,4018,0,2,0.8,127,back_to_front,60,2009.5,True,0.0
23800,194,2525,0,2,0.8,127,segmented_random,70,1263.0,True,0.0
23927,183,4444,0,2,0.8,127,back_to_front,70,2222.5,True,0.0
24054,195,2643,0,2,0.8,127,segmented_random,80,1322.0,True,0.0
24181,202,2163,0,2,0.8,127,outside_in,40,1082.0,True,0.0
24308,184,5157,0,2,0.8,127,back_to_front,80,2579.0,True,0.0
24435,196,2719,0,2,0.8,127,segmented_random,90,1360.0,True,0.0
24562,199,2546,0,2,0.8,127,outside_in,10,1273.5,True,0.0
24689,185,5743,0,2,0.8,127,back_to_front,90,2872.0,True,0.0
24816,197,2895,0,2,0.8,127,segmented_random,100,1448.0,True,0.0
24943,198,2731,0,2,0.8,127,outside_in,0,1366.0,True,0.0
25070,203,2839,0,2,0.8,127,outside_in,50,1420.0,True,0.0
25197,200,2605,0,2,0.8,127,outside_in,20,1303.0,True,0.0
25324,201,2927,0,2,0.8,127,outside_in,30,1464.0,True,0.0
25451,204,3052,0,2,0.8,127,outside_in,60,1526.5,True,0.0
25578,186,6000,0,2,0.8,127,back_to_front,100,3000.5,False,0.0
25705,205,2951,0,2,0.8,127,outside_in,70,1476.0,True,0.0
25832,206,2757,0,2,0.8,127,outside_in,80,1379.0,True,0.0
25959,207,2652,0,2,0.8,127,outside_in,90,1326.5,True,0.0
26086,208,2679,0,2,0.8,127,outside_in,100,1340.0,True,0.0
26213,213,2340,0,2,0.8,127,steffen_perfect,40,1170.5,True,0.0
26340,215,2075,0,2,0.8,127,steffen_perfect,60,1038.0,True,0.0
26467,209,2815,0,2,0.8,127,steffen_perfect,0,1408.0,True,0.0
26594,210,2778,0,2,0.8,127,steffen_perfect,10,1389.5,True,0.0
26721,219,1574,0,2,0.8,127,steffen_perfect,100,787.5,True,0.0
26848,212,2558,0,2,0.8,127,steffen_perfect,30,1279.5,True,0.0
26975,217,2065,0,2,0.8,127,steffen_perfect,80,1033.0,True,0.0
27102,214,2568,0,2,0.8,127,steffen_perfect,50,1284.5,True,0.0
27229,211,2791,0,2,0.8,127,steffen_perfect,20,1396.0,True,0.0
27356,218,1909,0,2,0.8,127,steffen_perfect,90,955.0,True,0.0
27483,216,2342,0,2,0.8,127,steffen_perfect,70,1171.5,True,0.0
27610,220,2901,0,2,0.8,128,random,0,1451.0,True,0.0
27738,221,2901,0,2,0.8,128,random,10,1451.0,True,0.0
27866,222,2901,0,2,0.8,128,random,20,1451.0,True,0.0
27994,223,2901,0,2,0.8,128,random,30,1451.0,True,0.0
28122,224,2901,0,2,0.8,128,random,40,1451.0,True,0.0
28250,228,2901,0,2,0.8,128,random,80,1451.0,True,0.0
28378,226,2901,0,2,0.8,128,random,60,1451.0,True,0.0
28506,225,2901,0,2,0.8,128,random,50,1451.0,True,0.0
28634,227,2901,0,2,0.8,128,random,70,1451.0,True,0.0
28762,230,2901,0,2,0.8,128,random,100,1451.0,True,0.0
28890,229,2901,0,2,0.8,128,random,90,1451.0,True,0.0
29018,232,2832,0,2,0.8,128,back_to_front,10,1416.5,True,0.0
29146,233,3120,0,2,0.8,128,back_to_front,20,1560.5,True,0.0
29274,234,2986,0,2,0.8,128,back_to_front,30,1493.5,True,0.0
29402,231,3445,0,2,0.8,128,back_to_front,0,1723.0,True,0.0
29530,235,3539,0,2,0.8,128,back_to_front,40,1770.0,True,0.0
29658,242,2821,0,2,0.8,128,segmented_random,0,1411.0,True,0.0
29786,243,2755,0,2,0.8,128,segmented_random,10,1378.0,True,0.0
29914,246,2270,0,2,0.8,128,segmented_random,40,1135.5,True,0.0
30042,244,2628,0,2,0.8,128,segmented_random,20,1314.5,True,0.0
30170,236,3753,0,2,0.8,128,back_to_front,50,1877.0,True,0.0
30298,245,2487,0,2,0.8,128,segmented_random,30,1244.0,True,0.0
30426,247,2418,0,2,0.8,128,segmented_random,50,1209.5,True,0.0
30554,248,2349,0,2,0.8,128,segmented_random,60,1175.0,True,0.0
30682,249,2374,0,2,0.8,128,segmented_random,70,1187.5,True,0.0
30810,237,4073,0,2,0.8,128,back_to_front,60,2037.0,True,0.0
30938,250,2524,0,2,0.8,128,segmented_random,80,1262.5,True,0.0
31066,251,2708,0,2,0.8,128,segmented_random,90,1354.5,True,0.0
31194,238,4968,0,2,0.8,128,back_to_front,70,2484.5,True,0.0
31322,239,5127,0,2,0.8,128,back_to_front,80,2564.0,True,0.0
31450,258,2416,0,2,0.8,128,outside_in,50,1208.5,True,0.0
31578,254,2664,0,2,0.8,128,outside_in,10,1332.5,True,0.0
31706,257,2637,0,2,0.8,128,outside_in,40,1319.0,True,0.0
31834,255,2845,0,2,0.8,128,outside_in,20,1423.0,True,0.0
31962,253,2673,0,2,0.8,128,outside_in,0,1337.0,True,0.0
32090,256,2884,0,2,0.8,128,outside_in,30,1442.5,True,0.0
32218,252,2960,0,2,0.8,128,segmented_random,100,1480.5,True,0.0
32346,260,2637,0,2,0.8,128,outside_in,70,1319.0,True,0.0
32474,261,2372,0,2,0.8,128,outside_in,80,1186.5,True,0.0
32602,262,2595,0,2,0.8,128,outside_in,90,1298.0,True,0.0
32730,259,2854,0,2,0.8,128,outside_in,60,1427.5,True,0.0
32858,240,6000,0,2,0.8,128,back_to_front,90,3000.5,False,0.0
32986,241,6000,0,2,0.8,128,back_to_front,100,3000.5,False,0.0
33114,263,2532,0,2,0.8,128,outside_in,100,1266.5,True,0.0
33242,274,1570,0,2,0.8,128,steffen_perfect,100,785.5,True,0.0
33370,265,2556,0,2,0.8,128,steffen_perfect,10,1278.5,True,0.0
33498,268,2299,0,2,0.8,128,steffen_perfect,40,1150.0,True,0.0
33626,270,2062,0,2,0.8,128,steffen_perfect,60,1031.5,True,0.0
33754,266,2565,0,2,0.8,128,steffen_perfect,20,1283.0,True,0.0
33882,272,1944,0,2,0.8,128,steffen_perfect,80,972.5,True,0.0
34010,264,2709,0,2,0.8,128,steffen_perfect,0,1355.0,True,0.0
34138,271,2274,0,2,0.8,128,steffen_perfect,70,1137.5,True,0.0
